순번,논문명,저자명,출판년
538,중앙은행의 구두개입이 원/달러 외환시장에 미치는 영향에 관한 실증분석 = On the effects of official intervention announcements on the won/dollar foreign exchange market,변성섭,2006
539,대규모 주문불균형의 정보효과에 대한 실증분석 = An empirical study on the information effect of abnormal order imbalances,안재율,2006
540,"신용스프레드와 경기변동 : 이자율과의 상관관계를 중심으로 = An empirical study on the relationship between credit spreads, business cycle, and risk free interest rates",김진아,2006
541,바스켓 신용파생상품의 가격결정에 관한 사례연구 = Case study on the valuation of multi-name credit derivatives,김현우,2006
542,부도예측 및 시장반응에 대한 실증연구 = An empirical study on the default prediction and stock market reaction,김현태,2006
543,우리나라 국채시장의 지표채권 프리미엄에 대한 실증연구 = An empirical analysis on the benchmark bond premia in the Korean treasury bonds market,김형일,2006
544,산업별 주가지수의 극단적 수익률간 상관관계 실증분석 = On the correlation of extreme returns of industrial stock indices,김형재,2006
545,사모 Refixing 전환사채의 가치평가에 관한 연구 = On the valuation of private refixing convertible bonds,김진국,2006
546,시계열 모형을 이용한 환율예측 및 기술적 투자에 관한 연구 = Foreign exchange rate forecasting and technical trading rules using time series models,류시영,2006
547,신용디폴트스왑시장과 채권시장의 신용스프레드 관계에 대한 실증연구 = An empirical study on the relationship of credit spreads between a credit default swap market and a bond market,마국환,2006
548,주택저당증권 가치평가에 관한 사례연구 : 한국주택금융공사 MBS를 중심으로 = A case study on the valuation of mortgage-backed securities : focusing on KHFC MBS,박기환,2006
549,주가연계증권의 발행가격에 대한 연구 : 조기상환 주가연계증권을 중심으로 = An empirical study on pricing equity linked securities,박정민,2006
550,신용 부도 스왑 가격 실증 분석 Hull-white와 das-sundaram 모형을 중심으로 = An empirical study on the korean credit default swap contracts : hull-white and das-sundaram models,김희진,2006
551,미국 달러선물을 활용한 최적헤지에 관한 실증연구 = An empirical study on the optimal Hedge using the US dollar futures,하일규,2005
552,채권수익률과 신용등급에 내재한 신용스프레드에 관한 연구 = A study on the relation between credit rating and credit spread,한병철,2005
553,회계정보의 투명성이 신용스프레드에 미치는 영향에 대한 실증연구 = An empirical study on the effects of accounting transparency on credit spreads in the Korean bond market,한상진,2005
554,변동성스마일을 이용한 거래전략 실증분석 : KOSPI 200 지수 옵션시장을 중심으로 = An empirical study of the trading strategies based on the volatility smile,홍순옥,2005
555,"부도확률, B/M Equity, 기업규모와 주가수익률의 관계에 대한 실증분석 = An empirical study on the relationship among bankruptcy probability, Book-to-Market equity, size and expecte stock returns",황수민,2005
556,Copula 함수와 극단치 이론을 이용한 value at risk 측정에 관한 실증연구 = Measuring the value-at-risk of a portfolio using a copula-extreme value approach,황수영,2005
557,한국시장에서 LIBOR 시장 모형 추정 = The LIBOR market model estimation in the Korean market,황승환,2005
558,KOSPI200지수 변경종목의 가격 및 거래량 효과에 대한 실증분석 = Price and volume effects of additions to KOSPI200 index : an empirical analysis,안영규,2005
559,HJM 체계를 통해 본 우리나라 금리기간구조 추정 및 응용 = An empirical analysis of the term structure of interest rates in Korea under the HJM framework,전재화,2005
560,부도 예측에 관한 실증 연구 = An empirical study on default prediction,김태현,2005
561,시점간 자본자산 가격결정 모형에 대한 한국 시장에서의 실증분석 = An empirical study on intertemporal capital asset pricing model in the Korean market,홍성기,2005
562,공정 공시 제도 도입 이후 시장 효율성에 대한 실증 연구 = An empirical study on the effect of fair disclosure regulation on the market efficiency,강경태,2005
563,무보증회사채 신용등급 변경의 정보효과에 관한 실증연구 : 장·단기 주가수익률변화를 중심으로 = An empirical study on the information effect of the unsecured bond rating changes in Korea,고영우,2005
564,KOSPI200의 확률 과정에 관한 실증 연구 : 베이지안 MCMC를 이용하여 = An empirical study on the stochastic process of KOSPI200 : using the Bayesian MCMC methodology,김기훈,2005
565,"선물, 옵션 거래량이 가격에 미치는 효과에 관한 실증 연구 : 일중 거래를 중심으로 = An empirical study of the effect of futures and options volume on futures price using intraday data",김성렬,2005
566,한국 주식시장에서 일반 투자자의 매매 행태에 관한 연구 = An empirical study on individual investor's investment behavior in Korean stock market,김성봉,2005
567,구조화 채권의 가격 결정에 관한 연구 : Black-karasinski(1991) 모형의 응용 = A study on the valuation of structured notes : using black-karasinski model,김성화,2005
568,칼만필터를 활용한 이자율 기간구조 및 신용위험 측정 = Estimating the term structure of interest rates and default risk using Kalman Filter,김성환,2005
569,국내 자동차보험 할인할증제도에 관한 실증연구 = An empirical study on the Korean automobile insurance bonus-malus system,김일평,2005
570,개별주식 총변동성에 대한 실증연구 = An empirical study of aggregate individual stock volatility in Korea stock market,김치엽,2005
571,"통화선물시장에서의 변동성, 거래량 및 차익거래기회의 상호관계에 대한 실증분석 = The relationship of volatility, volume, and arbitrage opportunity in currency futures market",김형기,2005
572,시장 모형을 이용한 한국과 일본 스왑션에 대한 실증 분석 = An empirical analysis of European IRS swaptions in Korea and Japan using the libor market model,김희진,2005
573,한국 주식시장에서의 Book-to-market 효과 = An empirical analysis of the book-to-market effects in Korea,문민호,2005
574,CAT Bonds 도입을 통한 위험관리방안 : CAT bonds pricing을 중심으로 = Risk management using CAT bonds : a focus on CAT bonds pricing,서창석,2005
575,(An) empirical study on measuring and forecasting performance of volatility using high frequency data = 고빈도 자료를 이용한 변동성 측정 및 예측 성과에 관한 실증 연구,송재환,2005
576,원/달러 현·선물시장의 선도-지연관계에 관한 실증연구 = An empirical study on a lead-lag relationship between won-dollar spot and futures market,신동훈,2005
577,KOSPI200 선물시장의 가격 행태에 대한 실증분석 = An empirical analysis of the behavior of KOSPI200 futures prices,신우근,2005
578,구조화채권 가격결정에 대한 실증연구 : Quanto floaters를 중심으로 = An empirical study on the valuation of Quanto floaters,신현진,2005
579,금리 및 인플레이션율 불확실성이 통화수요함수에 미치는 영향 = On the effects of uncertainty of interest rates and inflation on the money demand fuctions,양대정,2005
580,국채선물시장의 변동성과 회전율이 현물시장의 변동성에 미치는 영향에 관한 실증연구 = An empirical study of the effects of volatility and turnover in the Korea treasury bond futures market on spot volatility,오철,2005
581,자산 담보부 증권의 가격 결정 방법론 연구 = A study on the pricing methods of collateralized debt obligation,유영준,2005
582,Merton모형의 유용성에 관한 실증연구 = An empirical study on the usefulness of the Merton model,윤영만,2005
583,역외선물환 시장의 효율성 검증 및 리스크 프리미엄에 관한 실증연구 = A study on the efficiency and risk premium in the non-deliverable forward market,이병하,2005
584,환율예측모형의 비교연구 = A comparison of exchange rate forecasting models,이상래,2005
585,원화 이자율스왑 스프레드 결정요소에 대한 실증연구 = An empirical study on the determinants of swap spread in Korean swap market,이성우,2005
586,주가변동성과 거래량의 관계에 대한 연구 = A study on the relation between the trading volume and the stock price volatility,이윤성,2005
587,Price discovery functions in KOSPI 200 stock and options markets : empirical tests using Heston and Black-Scholes models = KOSPI 200 주식시장과 옵션시장에서의 가격발견 기능에 관한 실증 연구 : Heston 모형과 Black-Scholes 모형을 중심으로,"Lee, Yoon-Cho Annie",2005
588,KOSPI 200 지수선물 시장에서의 가격과잉반응에 관한 실증 연구 = An empirical study on price overreaction in the KOSPI 200 index futures market,이재훈,2005
589,Digital option부 변동금리채권의 가격결정에 관한 실증분석 = An empirical study on the valuation of digital FRN,이정권,2005
590,조건부 OLS 최소분산 모형의 헤지효과에 관한 실증연구 = An empirical study on Hedge effectiveness of conditional OLS minimum variance model,정경석,2005
591,Markov regime switching 모형을 이용한 헤징 성과분석 : KOSPI200지수 선물을 중심으로 = A Markov regime switching approach for Hedging KOSPI 200 index,정미영,2005
592,부도예측에 관한 통합모형 실증연구 = An empirical study on the hybrid model of the default prediction,정혁진,2005
593,구조화 채권에 관한 연구 : callable range daily accrual note를 중심으로 = A study on callable range daily accrual notes,최영진,2005
594,무차익거래모형을 이용한 구조화채권 가격결정에 관한 연구 = A study of the valuation of structured notes using no-arbitrage models,최윤성,2005
595,Hull-White 모형을 이용한 구조화 채권 가격결정에 관한 실증연구 = An empirical study on the valuation of structured notes using the Hull-white model,최재영,2005
596,전환사채 저평가 현상에 관한 실증연구 = An empirical study on underpricing of convertible bonds in the Korean market,최태호,2005
597,변동성지수를 이용한 투자전략에 관한 연구 = A study on the investment strategies based on the volatility index,최두성,2005
598,회사채 신용스프레드와 무위험이자율과의 상관관계에 대한 실증 연구 = An empirical study on the relationship between credit spreads of corporate bonds and the risk-free interest rate,민남규,2005
599,옵션부 위험채권의 가격결정에 관한 실증연구 = An empirical study on the valuation of option-embedded risky notes,고영준,2004
600,신용 디폴트 스왑 옵션의 가격결정에 관한 사례 연구 : hull and white 방법론을 중심으로 = A case study on the valuation of credit default swap pptions : using hull and white methodology,공형철,2004
601,두 가지 상태변수를 고려한 MBS 가치산정에 관한 연구 = An empirical study of the valuation of mortgage-backed securities using a two-state-variable model,김남수,2004
602,옵션가치평가를 위한 adaptive mesh model과 quadrature method 의 비교연구 = Comparative study on adaptive mesh model and quadrature method in valuing options,김도엽,2004
603,전환사채 가격 평가에 관한 실증연구 : ayache-forsyth-vetzal 모델(2003)을 중심으로 = An empirical study on the valuation of convertible bonds : a focus on ayache-forsyth-vetzal model(2003),김동언,2004
604,Schwartz-moon 모형을 이용한 인터넷 기업의 가치평가에 대한 연구 : 다음 커뮤니케이션 사례 = On the valuation of internet companies in korea using the schwartz-moon model : the vase of daum communication co,김두남,2004
605,Conditional-VaR 를 기준으로 한 VaR모형의 비교 = A comparison of value at risk models under conditional-VaR criterion,김상원,2004
606,무수익자산 유동화증권 가격결정에 관한 실증분석 = An empirical analysis of pricing of asset-backed securities based on non-performing loans,김성훈,2004
607,옵션가격별 내재변동성과 주식가격 변화와의 반응관계에 대한 실증분석 : KOSPI200 index 옵션을 이용하여 = An empirical analysis of moneyness and the response of the implied volatilities to price changes : using KOSPI200 index options,김시범,2004
608,금융기관의 장외옵션의 거래와 제도에 대한 고찰 = A case study on the transaction and regulation of the over-the-counter options,김유경,2004
609,한국채권시장의 회사채 가격 결정에 대한 실증 연구 = An empirical study of pricing corporate bonds in the Korean bond markets,김재우,2004
610,KOSPI 200 지수 옵션 내재 위험중립 확률분포의 정보 유용성에 대한 실증분석 = On the usefulness of risk-neutral distributions as an indicator for revealing the market sentiment : evidence from the KOSPI 200 index options,김준기,2004
611,국내회사채의 신용스프레드 변화량의 결정요인에 대한 실증연구 = An empirical study on the determinants of credit spread changes of corporate bonds in the korean market,김진아,2004
612,폐쇄형 뮤추얼펀드의 할인현상과 미래 운용수익률과의 관계 분석 = Discounts on closed-end mutual funds and relationship with managerail perfomance,김태호,2004
613,CIR 이자율 모형하에서의 주가연계채권의 가격평가 = An empirical study of pricing equity linked note using the cox-ingersoll-ross model,박상신,2004
614,재무분석가의 예측치를 이용한 포트폴리오의 투자 성과 연구 = A study on the investment performance of portfolios using financial analysts' forecasts,박혜연,2004
615,주가연계증권의 가치평가와 헤징에 관한 연구 : barrier 옵션을 중심으로 = A study of the valuation and hedging of equity linked securities : using barrier option,신일용,2004
616,채권담보부증권(Collateralized bond obligations) 가격결정에 관한 실증분석 : 축약모형(reduced-form model) 중심으로 = An empirical study on the valuation of collateralized bond obligations using reduced-form model,엄을용,2004
617,Copula함수를 이용한 신용파생상품 가격결정 = first time to default를 중심으로 / The valuation of credit linked notes with a copula function,유영삼,2004
618,Digital option의 가격결정 및 헤징에 관한 사례 연구 = A case study on valuation and hedging of a digital option,윤공영,2004
619,국채선물 가격결정에 관한 실증연구 : 변동성을 고려한 hull and white 모형을 중심으로 = An empirical study on the pricing of KTB futures using hull and white model based on volatility,윤명식,2004
620,장외파생상품 가격 결정에 관한 사례 연구 = A case study on pricing OTC derivatives,윤창준,2004
621,변동금리채권의 가격결정에 관한 실증연구 = An empirical study of the valuation of floating rate notes,이만영,2004
622,Arithmetic average option 가격결정모형 및 사례에 관한 실증연구 = An empirical study on valuation models of arithmetic average options and their case studies,이상훈,2004
623,CIP하에서의 원/달러 통화스왑 시장 실증 분석 = An empirical study on the long-term won/dollar currency swap market through the deviations from covered interest parity,이영민,2004
624,Yield curve 리스크 관리에 대한 연구 : 주성분분석 및 KRD 모형 중심으로 = A study on the yield curve risk management : using the principal components model and the key rate duration model,이우성,2004
625,2요인 CIR모형을 이용한 이자율 기간구조 측정 및 이자율 예측을 통한 국채 trading의 실효성에 관한 실증분석 = An empirical analysis on the term structure of interest rates and validity of KTB (Korea Treasury Bond) strategy using extended two-factors CIR model,이윤근,2004
626,크레딧 디폴트스왑의 가격결정 모형을 통한 수출보험료 산정에 관한 연구 = An empirical study of the valuation of export insurance premium using the pricing model of credit default swap,이은근,2004
627,R&D투자의 경제적 분석 : 옵션을 이용한 접근방법 = Economic analysis of an R&D project : an options approach,이준서,2004
628,개별 대출계약 정보를 활용한 변동금리 주택저당대출의 조기상환 및 가치평가에 대한 실증분석 = An empirical study on the prepayment and pricing of adjustable rate mortgages,이철원,2004
629,Loss distribution approach를 이용한 운영리스크 측정방법에 관한 실증 연구 = An empirical study on operational risk measurement using loss distribution approach,이현미,2004
630,비모수적 VaR 측정 모델에 관한 연구 : historical higher moments VaR 모델을 중심으로 = A study on the non-parametric VaR model : historical higher moments VaR model,전성찬,2004
631,"이행성보증료의 적정가치 평가에 관한 실증 연구 : Kim, ramaswamy and sundaresan 모형을 중심으로 = An empirical study on the valuation of the premium of performance guarantees using the Kim, ramaswamy and sundaresan model",정두화,2004
632,기업신용대출의 신용가산금리에 대한 실증 연구 = An empirical study on credit spreads of corporate credit loans,정상석,2004
633,LIBOR 시장모형을 이용한 유럽형 이자율 스왑션(IRS swaption) 가치평가에 관한 실증 연구 = An empirical study on valuation of european IRS swaptions using LIBOR market model,조순신,2004
634,KOSPI 200 주가지수옵션에서의 내재모형의 유용성에 대한 실증연구 = An empirical study on the usefulness of lmplied trees in the KOSPI 200 index options,주재찬,2004
635,주가수익률 변동성과 거시경제변수 변동성의 관계 연구 = The macroeconomic determinants of stock market volatility,최규권,2004
636,부도위험을 고려한 전환사채 가치평가 : hung-wang 모형을 이용한 실증분석 = An empirical study on publicly offered convertible bonds in Korea using hung-wang model,최준연,2004
637,원화 이자율 스왑 스프레드에 대한 실증연구 = An empirical analysis on the swap spreads of the korean won interest rate swap,한석진,2004
638,이중지표 변동금리부 채권 가격결정에 관한 실증분석 및 헷징 = An empirical analysis of pricing of dual index floating rate notes and hedging,황은석,2004
639,채권형 Index portfolio의 구성 방법에 관한 실증연구 = An empirical study on indexing method of fixed income index portfolio,김정철,2004
640,국내 이자율 스왑 스프레드 실증 분석 : 국내요인과 해외요인을 중심으로 = An empirical study on domestic interest rate swap spreads: a focus on domestic factors and foreign factors,허정환,2003
641,신주인수권부 사채의 가격 결정에 관한 실증연구 = An empirical study on the valuation of bond with warrant,강석훈,2003
642,투기등급채권 위험프리미엄 결정에 대한 실증연구 = An empirical study on risk premium for speculative grade bonds in Korea,김경훈,2003
643,Rational valuation model을 이용한 CMO 가치평가 = The valuation of collateralized mortgage obligations applying rational valuation model,김두영,2003
644,KOSPI 200과 KOSDAQ 50 주가지수 선물시장의 효율성에 관한 실증연구 = An empirical study on the efficiency of KOSPI 200 and KODAQ 50 stock index futures markets,김성훈,2003
645,추계적 이자율하에서 지수연동부채권의 가치평가에 대한 연구 : Kim(1992) 모형을 중심으로 = An analysis of the valuation of equity index linked notes under stochastic interest rates : utilizing Kim(1992) model,김순식,2003
646,옵션부 변동금리채권의 가격결정에 관한 실증분석 = An empirical analysis on the valuation of option-embedded floating rate notes,김영배,2003
647,한국 이자율 스왑시장에서의 스왑스프레드에 대한 실증연구 = An empirical study on the swap spreads in the Korean interest rate swap market,김인,2003
648,"KOSPI 200 주가지수 선물시장에서 미결제량, 차익거래기회, 변동성, 거래량간의 동적관계에 관한 실증분석 : 벡터 자기회귀분석기법을 사용함 = dynamic relation among open interest, arbitrage opportunity, volatility, trading volume kospi 200 index futures : using VAR method",김정근,2003
649,기술적 분석의 유용성에 관한 연구 : MACD와 일목균형표를 중심으로 = An empirical study on the usefulness of technical analysis : focusing on MACD and PBGT,김철영,2003
650,단일요인 HJM 모형을 이용한 우리나라의 금리기간구조에 관한 실증분석 = An empirical analysis of the term structure of interest rates in korea using one-factor heath-jarrow-morton model,김한성,2003
651,국내 회사채의 신용 가산 금리에 대한 실증 연구 : uncertainty default barrier 중심으로 = An empirical study on credit spreads of corporate bonds in the korean markets : applying uncertainty default barrier,박인천,2003
652,변동 금리부 채권 가격결정에 관한 실증연구 : levered differential floaters 를 중심으로 = An empirical study on the valuation of floating rate notes : a focus on levered differential floaters,박준규,2003
653,원/달러 선물환시장의 불편선물환가설 및 위험프리미엄에 관한 실증분석 = An empirical study on the unbiased forward rate hypothesis(UFH) & the risk premium of won-dollar futures market,박진제,2003
654,VaR 모형의 비교 : GARCH 모형과 확률변동성 모형을 중심으로 = A comparison of Value at Risk models : GARCH vs. stochastic volatility,박형우,2003
655,원/달러 현물환과 NDF간 정보전달과 차익거래 수익성에 대한 실증연구 = An empirical study on the information flow between Won/Dollar spot and non-deliverable forward and ex post arbitrage profitability,백남수,2003
656,"금리기간구조를 고려한 국채선물옵션의 가치평가 : CIR 모형을 중심으로 = Valuation of options on the Korean treasury bond futures using cox, ingersoll, and ross model",성필규,2003
657,역변동 금리채권의 가격결정에 관한 연구 : hull & white 모형을 중심으로 = A study on the valuation of inverse floaters : using hull & white model,양준모,2003
658,변동금리부 채권의 가격결정에 관한 실증연구 : quanto floaters를 중심으로 = An Empirical study on the valuation of quanto floaters,오광옥,2003
659,신용파생상품 가격결정에 관한 연구 : 신용디폴트스왑(Credit default swap)을 중심으로 = A study on a valuation of credit default swap (CDS),유석고,2003
660,국채선물옵션의 가격결정 모형에 관한 연구 = A study on the valuation models of the option on Korean treasury bond futures,손재익,2003
661,국제분산투자에서의 換率 및 母數추정 리스크 통제를 통한 투자성과 제고방안의 실증분석 = An empirical tests of the global diversification strategies with currency and estimation risks,유호석,2003
662,주식시장의 정보전달방향 결정 요인에 대한 연구 : 한국의 원주와 DR을 중심으로 = A study on factors determining the direction of information transmission in the stock market : based on Korean stocks and their DRs,이관우,2003
663,국내 회사채의 신용평가에 있어 자산가치 변동성의 추정에 관한 실증 연구 : Merton 모형을 적용하여 = An empirical study on asset volatilities in pricing corporate bonds in Korean market : applying the Merton model,윤석훈,2003
664,지급능력확보를 위한 생명보험회사의 재무건전성 측정에 관한 연구 = An Empirical study on the measurement of solvency for life insurance company,이문진,2003
665,한국 선물시장에서 데이트레이더에 관한 실증 연구 = An empirical analysis of day traders’ behavior in the stock index futures market,이월구,2003
666,신용파생상품의 가격결정에 관한 실증연구 : Credit linked notes를 중심으로 = An empirical study on valuation of credit linked notes,장경운,2003
667,KOSDAQ 50 주가지수 선물거래도입이 현물시장의 변동성에 미치는 영향에 대한 실증분석 = An empirical study of the effects of introducing KOSDAQ 50 stock index futures on the stock market volatility,전진효,2003
668,유럽 방카슈랑스의 성공전략과 방카슈랑스 국내도입의 효과에 관한 연구 = A study on the success factors of european bancassurers and the effects of introducing bancassurance in Korea,정원상,2003
669,KOSPI 200 지수 콜옵션의 변동성 차익 거래에 대한 연구 = An empirical study on volatility arbitrage transactions for KOSPI 200 call options,조은호,2003
670,구조화채권의 가격산정 방법에 관한 실증연구 : Callable flipper bond를 중심으로 = An empirical study on valuation of callable flipper bond,최재령,2003
671,주가지수 선물과 옵션의 만기일이 주식시장에 미치는 영향 분석 = An empirical study on stock market reaction around expiration days of KOSPI 200 futures & options,하준영,2003
672,한국 통화선물시장과 통화현물시장의 관계에 대한 실증연구 = An analysis of the Relationship between the US dollar futures and spots markets In Korea,우영진,2002
673,부도 상관관계를 고려한 채권 담보부 증권(CBO) 가격 결정의 실증 연구 : the First Passage Time 모형을 중심으로 = An empirical study on a valuation of Collateralized Bond Obligations(CBO) with default correlation : based on the First Passage Time Model,박윤정,2002
674,주식시장의 정보전달 방향성에 관한 실증 연구 : 한국과 미국 주식시장을 중심으로 = A study on the information transmissions of stock markets : based on the Korean stock markets and the U.S. stock markets,전종인,2002
675,코스닥 시장에서의 최초공모주 가격결정에 관한 실증연구 = An empirical study on the pricing of IPO stocks in the KOSDAQ market,유기원,2002
676,이자율 기간구조 모형에 관한 비교연구 = A comparative study on interest rates term structure models,서신구,2002
677,변동성콘을 이용한 KOSPI200 지수 옵션 거래 전략의 실증 분석 = An empirical study on the trading strategies of KOSPI200 index options using volatility cone,이천주,2002
678,KOSPI200 지수의 현물시장과 파생시장간 선도-지연관계에 대한 실증분석 = An empirical study on the lead-lag relationship between the KOSPI200 cash index and its derivatives markets,지천삼,2002
679,KOSPI 200 index option에 내재된 leverage effect 연구 : compound option model을 중심으로 = An analysis of the leverage effect implied in KOSPI200 index option-applying the compound option model,최병로,2002
680,상장기업의 기업가치와 기업가치수익률변동성에 관한 연구 : Merton 모형을 중심으로 = An analysis of the firm value and the volatility of the firm value return : utilizing the Merton model,최진열,2002
681,기업대출 신용 스프레드에 대한 실증 연구 = An empirical study of credit spreads on corporate loans,장상규,2002
682,포트폴리오 신용위험 모형의 적용에 관한 연구 = A study on the application of portfolio credit risk models,박용진,2002
683,회사채 평가에 영향을 미치는 요인 분석 = An analysis of factors affecting the valuation of corporate bonds,윤성혜,2002
684,기업공개 주간사회사의 시장조성활동 개선방안에 대한 연구 = A study on underwriters' aftermarket activities in initial public offerings,김동회,2002
685,한국 기업에 대한 외국인 주식 보유율과 기업 가치 = Foreign ownership and the firm values in Korea,최승우,2002
686,이자율옵션이 내재된 채권의 가격결정에 관한 실증연구-Range floaters를 중심으로 = An empirical study on the valuation of range floaters,맹민재,2002
687,KOSDAQ 50 주가지수 현물시장과 선물시장의 선도-지연관계에 대한 연구 = An analysis of the lead-lag relationship between KOSDAQ50 cash index and futures market,노태일,2002
688,"대재해 채권을 이용한 대재해 위험 관리에 관한 연구 = Catastrophic risk management using ""Cat Bonds""",류운종,2002
689,우리나라 전환사채의 가격평가에 관한 연구 = A study on convertible bonds pricing in the Korean financial markets,김천,2002
690,한국 회사채의 가격결정모형에 대한 실증연구 = An empirical study on a pricing model for corporate bonds in Korea,박종규,2002
691,우리나라의 주택저당담보부증권의 가치결정에 관한 연구 : KoMoCo발행 MBS2001-1을 중심으로 = A study on the valuation of mortgage-backed securities in Korea : focused on MBS2001-1 of KoMoCo,김정기,2002
692,KOSPI200주가지수 선물 및 옵션시장의 차익거래전략에 관한 실증 연구 = An empirical test of arbitrage profitability in the KOSPI200 index futures & options markets,오세헌,2002
693,KOSPI 200 지수 베이시스의 행태에 대한 실증연구 = An empirical study on the behavior of the KOSPI 200 index basis changes,이상연,2002
694,Bayes-stein estimators를 이용한 포트폴리오 최적화에 대한 실증적 연구 = An empirical study on portfolio optimization using bayes-stein estimators,인성천,2002
695,국내 회사채의 신용 가산 금리에 대한 실증 연구 : Merton 모형을 중심으로 = An empirical study on credit spreads for corporate bonds in the Korean market : applying the Merton model,임종우,2002
696,기술적 분석(Technical analysis)을 통한 최근월물 KOSPI200 지수선물의 수익률 비교분석 = Comparison of daily returns on the KOSPI200 index futures through various technical analysis methods,서혁준,2002
697,변동금리채권의 가격에 관한 실증분석 = An empirical analysis on the valuation of floating rate notes,나찬휘,2002
698,KOSPI200 옵션의 변동성 기간구조에 대한 실증 연구 = An analysis of the term structure of implied volatilities in KOSPI200 options,금성주,2002
699,기업의 부도 예측에 관한 실증연구 : 다변량 모형과 KMV 모형을 중심으로 = An empirical study on predicting corporate default : utilizing multivariate models and KMV model,김종선,2002
700,바젤 사후검증기준을 적용한 Value-at-Risk 모형의 비교 = A comparison of value-at-risk models under the basel backtesting criteria,윤종선,2002
701,"시장 변동성 예측에 관한 연구 : 시계열 모형,내재변동성,인공신경망 모형을 중심으로 = Forecasting stock market volatility : using time series model, implied volatility and artificial neural network",유전무,2002
702,KOSPI200 콜옵션가격과 기초자산의 변동방향에 관한 연구 = A study on the changing directions of KOSPI200 call option prices and the underlying index,최욱,2002
703,후순위채권의 가격 결정에 대한 실증 분석 = An empirical study on the valuation of subordinated bonds,이성호,2002
704,이자율 기간구조 모형에 대한 실증분석 : cox-ingersoll-ross 모형과 black-derman-toy 모형을 중심으로 = An empirical test of interest rates term structure models : focusing on cox-ingersoll-ross and black-derman-toy models,이정순,2002
705,개별주식 Options의 이론가격 결정모델에 관한 실증 연구 = An empirical study on the pricing models for the equity options,한명희,2002
706,주가지수옵션시장의 행사가격 스프레드의 행태에 대한 실증 연구 = An empirical study on vertical-spreads in KOSPI 200 index options,차종도,2002
707,KOSPI200 주가지수와 선물시장의 가격 변동성 선도-지연에 대한 연구 = An analysis of the price and volatility lead-lag relationship between KOSPI200 index and futures market,박도준,2002
708,시중은행의 운영위험 관리 및 측정에 관한 연구 = A study on operational risk management and measurement for commercial banks,노동래,2002
709,극치이론(Extreme value theory)을 이용한 stress testing 기법의 보완 방법에 대한 실증연구 = An empirical study on complementing stress testing methods using extreme value theory,하정,2002
710,KOSPI200 지수 옵션시장에서의 변동성 연구를 통한 blaxk-scholes모형과 jump-diffusion모형의 비교 = Comparison of black-scholes model and jump-diffusion model through research of volatility in KOSPI200 index option market,이성민,2001
711,주택저당채권담보부증권(MBS) 가격결정에 관한 연구 = A study on pricing of mortgage-backed securities,김만석,2001
712,기업대출에 있어서의 신용 Spreads의 적정성에 관한 실증 연구 = An empirical study of credit spreads in corporate loans,안승현,2001
713,주가 급락 전후의 KOSPI 200 지수 옵션 시장의 효율성 검증 : 박스 스프레드 전략을 활용하여 = Tests of market efficiency of the KOSPI 200 index options market by using box spread strategy,정호균,2001
714,포트폴리오 효과를 고려한 여신한도관리 방안에 관한 연구 = A study on mnagement of credit line considering Portfolio Effects,이윤구,2001
715,변동성 추정방법의 비교 = A comparison of the volatility estimation methods,이종우,2001
716,과열시기의 VaR 모델을 보완하는 스트레스 테스팅 기법에 관한 실증연구 = An empirical study on a stress testing method for VaR model in hectic days,차봉수,2001
717,변동금리부 채권(Floating rate notes)의 가격결정에 관한 연구 = A study on the valuation of floating rate notes,권오윤,2001
718,한국 주식시장에서의 Factor-IGARCH를 이용한 VAR모형의 적합성 검증 = The performance of VAR model based on factor-IGARCH process in the Korean stock market,김종철,2001
719,국내 공모 전환사채 발행가격 및 유통가격에 관한 연구 = An empirical study on publicly offered convertible bonds in Korea,박진우,2001
720,단순접근법을 이용한 KOSPI200 지수옵션 평가와 괴리율에 관한 분석 = An empirical study of percentage difference and pricing of KOSPI200 index options by the simple approach method,서영완,2001
721,위기상황의 리스크 관리를 위한 스트레스 테스팅에 관한 연구 = A study on the stress testing for risk management under the crisis situations,오동철,2001
722,신용공여를 감안한 채권담보부증권의 가치 평가 = A valuation of collateralized bond obligations with credit line,서정현,2001
723,변동성 예측을 통한 KOSPI 200 지수옵션 거래전략의 실증분석 = An empirical study on the trading strategies of KOSPI 200 index options using volatility forecast,길재홍,2001
724,VaR 모델의 예측 정확도에 대한 실증 연구 = An empirical study on the forecasting precision of value at risk models,이동수,2001
725,KOSPI 200지수옵션시장에서 변동성 예측의 유용성에 관한 연구 = A study on the effectiveness of volatility forecasts in the KOSPI 200 index option,이왕익,2001
726,Reset feature를 내재한 전환사채의 가치평가에 대한 실증연구 = An examination on convertible bond pricing with a Reset Feature,이용,2001
727,미국 달러선물을 활용한 차익거래에 관한 실증연구 = An empirical study of the arbitrage using the US dollar futures,윤주영,2001
728,고객예탁금과 종합주가지수의 관계에 관한 실증연구 = An empirical study on the relationship between the customer deposit and stock index,정재훈,2001
729,보험상품에 내재된 옵션의 가치 평가와 지급불능 가능성에 관한 연구 = A study on the valuation of the options embedded in insurance contracts and insolvency probabilities,이광복,2001
730,시장리스크 측정을 위한 내부모형 검증방안 = An approach to evaluate internal models for market risk measurement,임철순,2001
